2023-03-10 10:04:25.998986 [INFO   ] [APP] application started
2023-03-10 10:04:35.276493 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:35.276500 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:35.492088 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:35.492143 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:35.492154 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 13400; bid prices: 146700; bid volumes: 5000
2023-03-10 10:04:35.492163 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:35.492166 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:35.492169 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 10
2023-03-10 10:04:35.715830 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:35.715878 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:04:35.715887 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146800; ask volumes: 1000; bid prices: 0; bid volumes: 0
2023-03-10 10:04:35.773103 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:35.773136 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:35.773145 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 9400; bid prices: 146800; bid volumes: 13000
2023-03-10 10:04:35.773249 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:04:35.773280 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:35.773289 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:35.773293 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 10
2023-03-10 10:04:35.773301 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:04:35.773475 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:35.773483 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:35.773565 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:35.773573 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:35.773734 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:35.773741 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:35.773759 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:35.773768 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.009165 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.009201 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:36.009211 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 1400; bid prices: 147000; bid volumes: 14000
2023-03-10 10:04:36.009310 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:04:36.009337 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.009341 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:36.009345 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146900; ask volumes: 10; bid prices: 146700; bid volumes: 10
2023-03-10 10:04:36.009353 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:04:36.009675 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.009683 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.009987 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.009994 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.010082 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-10 10:04:36.010090 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.010093 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.265370 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.265420 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:36.265429 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 10400; bid prices: 146800; bid volumes: 13000
2023-03-10 10:04:36.265539 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:04:36.265576 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.265586 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:36.265591 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 147000; bid volumes: 84
2023-03-10 10:04:36.265598 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:04:36.266156 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.266163 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.266228 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.266236 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.266688 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:04:36.266695 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:04:36.266699 [INFO   ] [AUTO] order 27 filled for 10 lots at $147000 cents
2023-03-10 10:04:36.266738 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:04:36.266955 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.266961 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.267048 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.267054 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.267094 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.267100 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:04:36.267104 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 10
2023-03-10 10:04:36.267178 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:04:36.267185 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:04:36.267190 [INFO   ] [AUTO] hedge order 29 filled for 10 lots at $147000 average price in cents
2023-03-10 10:04:36.528283 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.528331 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:36.528342 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146800; bid volumes: 2000
2023-03-10 10:04:36.528444 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:04:36.528479 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.528486 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:36.528491 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 74
2023-03-10 10:04:36.528499 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:04:36.528864 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.528871 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.528945 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:04:36.528952 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:04:36.528956 [INFO   ] [AUTO] order 30 filled for 10 lots at $147000 cents
2023-03-10 10:04:36.528996 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:04:36.529052 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.529056 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.529668 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.529675 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.529712 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.529716 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:04:36.529720 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 10
2023-03-10 10:04:36.529805 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:04:36.529812 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:04:36.529815 [INFO   ] [AUTO] hedge order 32 filled for 10 lots at $146900 average price in cents
2023-03-10 10:04:36.564901 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.564936 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:04:36.564945 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 146800; bid volumes: 10
2023-03-10 10:04:36.736055 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.736100 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:36.736112 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 12400; bid prices: 146600; bid volumes: 2000
2023-03-10 10:04:36.736210 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:04:36.736247 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.736257 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:36.736263 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 64
2023-03-10 10:04:36.736274 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:04:36.736758 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.736766 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.736882 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:04:36.736889 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:04:36.736894 [INFO   ] [AUTO] order 33 filled for 10 lots at $147000 cents
2023-03-10 10:04:36.736933 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:04:36.737015 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.737025 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.737761 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:36.737769 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:36.737806 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:36.737813 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:04:36.737818 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 10
2023-03-10 10:04:36.737895 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:04:36.737902 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:04:36.737905 [INFO   ] [AUTO] hedge order 35 filled for 10 lots at $146700 average price in cents
2023-03-10 10:04:37.017021 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.017076 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:37.017089 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146700; ask volumes: 1010; bid prices: 146600; bid volumes: 14760
2023-03-10 10:04:37.017222 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:04:37.017265 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.017275 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:37.017281 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 147000; bid volumes: 68
2023-03-10 10:04:37.017291 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:04:37.017637 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.017647 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.018088 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:04:37.018098 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:04:37.018103 [INFO   ] [AUTO] order 36 filled for 10 lots at $147000 cents
2023-03-10 10:04:37.018204 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:04:37.018229 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.018233 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.018313 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.018321 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.018464 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.018471 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:04:37.018477 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 10
2023-03-10 10:04:37.018590 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:04:37.018597 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:04:37.018601 [INFO   ] [AUTO] hedge order 38 filled for 10 lots at $146700 average price in cents
2023-03-10 10:04:37.106125 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.106157 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:04:37.106165 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147200; ask volumes: 44; bid prices: 0; bid volumes: 0
2023-03-10 10:04:37.167220 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.167263 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:04:37.167273 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146700; ask volumes: 1010; bid prices: 0; bid volumes: 0
2023-03-10 10:04:37.287468 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.287502 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:37.287510 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146900; ask volumes: 2150; bid prices: 146700; bid volumes: 5000
2023-03-10 10:04:37.287600 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:04:37.287630 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.287634 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:37.287638 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 45; bid prices: 147000; bid volumes: 58
2023-03-10 10:04:37.287645 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:04:37.287814 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.287821 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.287860 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.287863 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.287944 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.287950 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.460633 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.460681 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:04:37.460691 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 146900; ask volumes: 750; bid prices: 0; bid volumes: 0
2023-03-10 10:04:37.488982 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.489006 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:37.489013 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 146900; bid volumes: 11000
2023-03-10 10:04:37.489103 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:04:37.489131 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.489136 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:37.489140 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 147000; bid volumes: 58
2023-03-10 10:04:37.489162 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:04:37.489613 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.489620 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.490170 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.490177 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.490320 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.490327 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.490444 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.490450 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.756194 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.756232 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:37.756244 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 1000; bid prices: 146800; bid volumes: 16760
2023-03-10 10:04:37.756335 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:04:37.756360 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.756364 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:37.756368 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147300; ask volumes: 55; bid prices: 147100; bid volumes: 10
2023-03-10 10:04:37.756374 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:04:37.756674 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.756684 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.757004 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.757012 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.757112 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.757118 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.757282 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.757289 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.969988 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.970022 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:37.970031 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 16410; bid prices: 146800; bid volumes: 14760
2023-03-10 10:04:37.970129 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:04:37.970155 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:37.970161 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:37.970165 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 10; bid prices: 147000; bid volumes: 68
2023-03-10 10:04:37.970171 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:04:37.970307 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.970314 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:37.970394 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:04:37.970402 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:04:38.256297 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:04:38.256345 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:04:38.256356 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 10000; bid prices: 146800; bid volumes: 3000
